query_id,claim_id,claim,contradicts,supports,contradicts_len,supports_len,type_sanity,issue,open_question_id,open_question
21919,63652,"The committee's criminal referrals do not carry any legal weight, but they represent a symbolic rebuke of Trump and his allies.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'The criminal charges against former President Donald Trump related to efforts to overturn the results of the 2020 presidential election are\xa0expected to be referred to the Justice Department for pursuit of at least three criminal charges against Trump related to the Capitol riot: obstructing an official proceeding, conspiracy to defraud the government, and inciting or assisting an insurrection. The criminal referrals carry no official legal weight, and it remains up to the Justice Department to decide whether or not to charge Trump and anyone else the committee might refer. The committee also plans to refer several Republican members of Congress to the House Ethics Committee for their defiance of congressional subpoenas.')], [(39931, '(2022, 12, 19)', 'None. All excerpts from the document support the claim that the criminal referrals do not carry legal weight but serve as a symbolic rebuke of Trump and his allies.')], [(33383, '(2022, 12, 19)', 'The criminal charges against former President Donald Trump related to efforts to overturn the results of the 2020 presidential election are\xa0')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x15531aa50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15531af20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15531ac80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b347b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15531aac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b343c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34ba0>]",10,8,False,,,
21919,41254,The committee's criminal referrals are part of their effort to hold Trump and his allies accountable and ensure that nothing falls between the cracks in the investigation.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x155b34a50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34890>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f7b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x155b34350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f4a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f6d0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635f890>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635ff20>]",10,10,False,,,
21919,82804,The committee is currently finalizing its plans to issue at least three criminal referrals for former President Donald Trump.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x15635ff90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15635fd60>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1569822e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982c10>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156982f20>]",10,9,False,,,
21919,28630,The committee will be recommending that the Justice Department pursue at least three criminal charges against Trump related to the Capitol riot.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x156982eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8ba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb89e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8a50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2350>]",9,10,False,,,
21919,23196,"The committee's criminal referrals carry no official legal weight, but it is up to the Justice Department to decide whether to charge Trump and others.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', '- The committee\'s executive summary warns that a failure to hold Trump and others accountable for their actions would threaten the ""security and viability"" of the republic.\n- The committee\'s executive summary states that President Trump believed he is above the law and not bound by the Constitution.\n- The committee\'s executive summary states that a failure to hold Trump and his associates accountable may lead to future unlawful efforts to overturn elections and threaten the security and viability of the Republic.\n- The committee\'s executive summary states that Trump knew enough to cancel plans for a march to the Capitol and was aware that elements of the crowd were armed and had prohibited items.\n- The committee\'s executive summary characterizes John Eastman\'s request for a presidential pardon as revealing his ""clear consciousness of guilt.""\n- The committee plans to send a criminal referral for John Eastman to the Justice Department, arguing that he was the architect of an unlawful scheme.\n- Former President Donald Trump\'s claim that he ordered 10,000 troops to be prepared for protests before January 6th was refuted by the committee\'s report.\n- The committee found no evidence to support the suggestion that President Trump gave an order to have 10,000 troops ready for January 6th.\n- Rep. Andy Biggs accused the committee of defaming his name and character and called the referral to the Ethics Committee a political stunt.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x156fb8f90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e24a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e29e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2dd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2ba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1792112e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211200>]",10,9,False,,,
21919,17112,The committee's criminal referrals are seen as a critical part of their work and a way to put their views on the record and complete their investigation.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x179211ac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211820>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1792113c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211a50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211e40>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211c80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1792119e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179211ba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983c5f0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983c9e0>]",10,9,False,,,
21919,83588,"The committee is not expected to release the names of individuals subject to criminal referral at this point, but they may do so by Friday.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17983c510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983ca50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983c350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983cac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983ce40>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17983cf20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d580>]",10,10,False,,,
21919,13151,"The committee is considering criminal referrals for other individuals besides Trump, but their names have not been released.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- Thompson, chairman of the House select committee, stated that the panel is likely to make criminal referrals and that they have made decisions that criminal referrals will happen.\n- Thompson confirmed that there is a list of people the panel is considering for referrals.\n- The committee met behind closed doors to consider potential criminal referrals for former President Trump and others.\n- The panel is expected to share its plans on criminal referrals by Friday.\n- The committee has subpoenaed Trump, who has not cooperated.\n- The committee is working on a comprehensive report that will include information not previously made public.\n- The committee plans to share hundreds of transcripts of witnesses it interviewed.\n- The final report will likely be introduced in some public format, but it is uncertain if it will take the form of another public committee hearing.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'Excerpts from the document that contradict the claim:\n\n- ""The Jan. 6 panel also issued a criminal referral to the Department of Justice for conservative attorney John Eastman, who the committee says was the architect of the scheme to pressure then-Vice President Mike Pence to reject states’ electoral votes on Jan. 6 and have fake electors submitted to the Congress instead.""\n- ""And it referred four Republican members of Congress to the House Ethics Committee for defying subpoenas from the committee earlier this year, including House Minority Leader and potential incoming Speaker Kevin McCarthy, R-Calif. The others are: Reps. Jim Jordan, R-Ohio, who is expected to be the next chairman of the House Judiciary Committee, Andy Biggs, R-Ariz., and Scott Perry, R-Pa.""\n- ""Raskin said there may be others worthy of prosecution and there may be other statutes that Trump violated, noting the Justice Department will be able to form \'a far more complete picture\' through its own ongoing investigation.""\n- ""While the committee found that other Trump associates — including Mark Meadows, Rudy Giuliani and Jeffrey Clark — were \'actors\' in the plot to overturn the election, Raskin said, investigators were \'stymied\' because some individuals chose not to cooperate with the Jan. 6 panel.""\n\nNone')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6dac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6d5f0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x179f6ddd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d7b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59dac0>]",10,9,False,,,
21919,36162,The committee plans to vote on the final list of criminal referrals this week and may share their plans by Friday.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'The panel is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17a59db30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59dcf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17a59d4a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaa4a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaa3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaa6d0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaaa50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaac80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaae40>]",9,10,False,,,
21919,30651,"The criminal referrals will be a separate document from the committee's final report, which is expected to be released before the end of the month.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', '- When the panel makes referrals, Thompson said it will be a separate document from the panel’s final report that will be sent to DOJ.\n- A select committee spokesperson confirmed to CNN that criminal referrals will be “considered as a final part” of the panel’s work.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17aeaa190>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b3905f0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1576e2f90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883fc10>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390cf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17b390900>]",10,10,False,,,
21919,59472,The House select committee investigating the Jan. 6 attack on the Capitol has voted to recommend that the Justice Department pursue criminal charges against former President Donald Trump.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'The excerpts that contradict the claim are as follows:\n\n- ""The panel is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said."" This indicates that the committee has not yet made a final decision on whether to recommend criminal charges against Donald Trump.\n- ""The committee has held a series of public hearings laying out its findings and is expected to present a comprehensive report before the end of the month."" This suggests that the committee is still in the process of gathering information and has not yet reached a conclusion on whether to pursue criminal charges.\n- ""Thompson called the report a \'work in progress.\'"" This further confirms that the committee\'s investigation is ongoing and that no final recommendations have been made.\n- ""The committee is set to sunset Dec. 31."" This indicates that the committee\'s timeline for completing its work is limited, suggesting that a decision on criminal referrals may not be made by the committee.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'The claim is supported by the following excerpt from the document: ""The Jan. 6 select House committee in a unanimous vote Monday referred former President Donald Trump to the Department of Justice for criminal investigation and potential prosecution for his efforts to overturn his loss in the 2020 election. The committee\'s historic referral says there is sufficient evidence to refer Trump for four crimes: obstructing an official proceeding, conspiracy to defraud the government, making knowingly and willfully materially false statements to the federal government, and inciting or assisting an insurrection.""')], [], [], [(71487, '(2023, 7, 18)', 'None.')], []]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17b390d60>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad62e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6120>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad67b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6820>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad64a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6dd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7120>]",7,10,False,,,
21919,82412,Trump is now the first president to be formally referred by Congress for potential prosecution.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'The provided document does not contain any excerpts that contradict the claim.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None. All excerpts from the document support the claim that Trump is the first president to be formally referred by Congress for potential prosecution.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17bad6270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f73c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7f90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7c10>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7c80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf290b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf292e0>]",10,10,False,,,
21919,45070,The committee's final meeting was the culmination of a 17,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', ""The committee's final meeting was the culmination of a 17""), (29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', ""- The House Jan. 6 committee met Sunday to finalize its plans to issue at least three criminal referrals for former President Donald Trump\n- The committee, gathering publicly Monday, is expected to vote on referrals asking the Justice Department to pursue at least three criminal charges against Trump related to the Capitol riot\n- Rep. Jamie Raskin, D-Md., said in part during the meeting overheard by NBC News that he believed referrals were “warranted.”\n- The committee did not respond to requests for comment.\n- NBC News previously reported that obstruction, conspiracy and incitement of an insurrection were among the charges the committee was considering to recommend against Trump.\n- Sources confirmed after the meeting that the discussions in the room were a review of decisions the committee made previously that would be presented Monday and that the meeting served as a rehearsal of sorts.\n- The committee also discussed John Eastman, a conservative lawyer on Trump's legal team who authored a memo outlining a theory of how Trump could hold on to power on Jan. 6.\n- The committee also plans to refer several Republican members of Congress to the House Ethics Committee for their defiance of congressional subpoenas.\n- Raskin said during Sunday’s meetings, presenting the findings of the subcommittee responsible for referrals. “And we are now referring four members of Congress for appropriate sanction with the House Ethics Committee for failure to comply.”\n- The bipartisan committee, which is winding down its work before the end of the year, has rushed to file its findings into a lengthy, eight-chapter report set to be released to the public Wednesday."")], [(39931, '(2022, 12, 19)', ""The committee's final meeting was the culmination of a 17-month congressional investigation"")], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17c3f7ac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29190>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29c80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29ba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17cf29dd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65a270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65a2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65a3c0>]",9,9,False,,,
21919,12466,"month investigation that included more than 1,200 witness interviews and the collection of hundreds of thousands of documents.","[[(73586, '(2021, 1, 6)', 'None.')], [], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [], [(71487, '(2023, 7, 18)', 'None.')], []]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17d65a510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65ad60>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65af90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65ac80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65a4a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84120>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65aac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17d65acf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84a50>]",7,10,False,,,
21919,83812,"The committee has urged the Justice Department to consider charges of obstruction of an official proceeding, conspiracy to defraud the government, making knowingly and willfully materially false statements to the federal government, and inciting or assisting an insurrection.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [], [(83560, '(2023, 3, 25)', 'None.')], [], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17de84580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84ac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de843c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17e5b02e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17e5b0350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17de84970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17e5b0430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17e5b05f0>]",7,10,False,,,
